Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-06-24,106272403152,1,1.588
Wilkne,2023-06-24,106272403152,2,1.593
Wilkne,2023-06-24,106272403152,3,1.582
Wilkne,2023-06-24,106272403152,4,1.594
Wilkne,2023-06-24,106272403916,1,1.591
Wilkne,2023-06-24,106272403916,2,1.589
Wilkne,2023-06-24,106272403916,3,1.579
Wilkne,2023-06-24,106272403916,4,1.608
Wilkne,2023-06-24,116191966583,1,0.012
Wilkne,2023-06-24,116191966583,2,1.712
Wilkne,2023-06-24,116191966583,3,1.699
Wilkne,2023-06-24,116191966583,4,1.715